#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-12-25T13:42:25 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ549c13b65cc2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_Glon,_Glat
#-nav=cat:B/ocl&tab:{B/ocl/clusters}&key:source=B/ocl/clusters&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/ocl/clusters
#-order=I
#-out=Cluster
#-out=Dist
#WEBDA=WEBDA
#Lynga=Lynga
#

#RESOURCE=yCat_102022
#Name: B/ocl
#Title: Optically visible open clusters and Candidates (Dias+ 2002-2014)
#Coosys	G:	galactic
#Table	B_ocl_clusters:
#Name: B/ocl/clusters
#Title: The Catalogue Data File (V3.4)
#Column	_Glon	(F7.3)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F7.3)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	Dist	(I5)	[25/15000]? Distance from WEBDA [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
_Glon|_Glat|Cluster|Dist
199.794| +3.537|FSR 0975         | 1916
210.797| -0.293|Collinder 115    | 1917
223.003| +3.020|NGC 2364         | 1919
274.899| +1.598|Hogg 1           | 1920
122.095| +1.326|King 16          | 1920
235.375| +0.151|Teutsch 61       | 1920
099.717| -0.075|NGC 7175         | 1930
027.897| +0.262|Dolidze 33       | 1930
200.176| +1.102|FSR 0977         | 1933
096.122| +1.579|FSR 0317         | 1934
126.830| +0.385|FSR 0542         | 1934
116.206| -0.354|Harvard 21       | 1937
129.375| -1.534|NGC 659          | 1938
290.187| +1.231|Loden 280        | 1939
096.071| -0.333|FSR 0316         | 1940
134.300| -2.615|Basel 10         | 1944
051.293| -8.404|NGC 6843         | 1945
327.234| -3.493|Ruprecht 114     | 1948
349.195| -3.341|FSR 1758         | 1948
203.390|+11.803|NGC 2355         | 1949
209.649| -1.979|Collinder 110    | 1950
308.281| +2.222|Collinder 275    | 1952
179.807| +4.750|Kronberger 60    | 1960
305.541| -4.347|Collinder 268    | 1963
110.272|+11.364|vdBergh 152      | 1964
265.721| -3.538|FSR 1443         | 1966
110.570| +0.144|King 19          | 1967
051.162| -8.253|NGC 6840         | 1970
211.252| -3.860|FSR 1063         | 1970
186.156|-13.096|NGC 1817         | 1972
303.206| +2.509|NGC 4755         | 1976
277.099| -0.818|Ruprecht 79      | 1979
202.309| -5.258|Czernik 25       | 1980
243.993| -1.137|Teutsch 25       | 1980
290.339|-10.212|ESO 062 08       | 1983
228.898| +2.960|Ruprecht 24      | 1983
212.718| -3.650|NGC 2260         | 1985
307.536| +3.518|NGC 5138         | 1986
016.661| -0.320|Kharchenko 2     | 1990
257.265| +4.258|Ruprecht 68      | 1990
132.223| -1.238|Riddle 4         | 1993
064.103| -1.295|FSR 0165         | 1993
289.864| -5.560|Melotte 101      | 1995
353.161| +0.892|Pismis 24        | 1995
000.498|-21.321|ESO 337 23       | 1995
290.705| +0.202|NGC 3572         | 1995
113.982| -3.110|FSR 0441         | 1998
251.583| +6.651|NGC 2627         | 2000
174.645| +3.704|Koposov 10       | 2000
060.194| -0.283|Roslund 2        | 2000
131.545| -2.769|ASCC 7           | 2000
176.562| -3.071|ASCC 17          | 2000
313.921| +2.042|Ruprecht 167     | 2000
116.559| -0.568|Frolov 1         | 2000
195.586| -3.593|FSR 0942         | 2000
066.984| -1.270|Roslund 4        | 2000
290.555| -0.785|Loden 306        | 2000
176.159| +6.000|Koposov 12       | 2000
314.670| -0.100|NGC 5617         | 2000
291.206| -0.172|Hogg 12          | 2000
336.385| -0.493|Ruprecht 120     | 2000
138.079| -4.754|Czernik 12       | 2000
110.898|+13.084|Collinder 471    | 2003
173.373| -0.189|Stock 8          | 2005
134.049| +0.840|FSR 0584         | 2009
115.197| -0.985|FSR 0448         | 2012
254.555| +6.070|NGC 2658         | 2021
213.960| -8.288|NGC 2219         | 2023
320.357| -1.807|Pismis 21        | 2023
277.776| -3.666|Basel 20         | 2024
358.370| +2.138|IRAS 17301 2917  | 2025
206.943| -1.116|Collinder 104    | 2025
287.016| -0.315|Bochum 10        | 2027
210.243| -1.853|FSR 1053         | 2032
083.160| +4.822|Berkeley 89      | 2040
186.382| +1.246|IC 2157          | 2040
009.283| -2.534|NGC 6583         | 2040
122.843|+22.384|NGC 188          | 2047
318.254|+29.026|ESO 445 74       | 2048
326.008| -1.925|NGC 5999         | 2050
136.132| +2.119|Teutsch 162      | 2050
337.996| -1.069|NGC 6200         | 2054
241.639|+11.584|Ruprecht 157     | 2059
274.686| +1.757|NGC 2972         | 2062
065.698| +1.189|NGC 6834         | 2067
031.816| -0.121|FSR 0094         | 2069
084.877| +3.784|Berkeley 90      | 2070
206.508|+13.901|Dolidze 26       | 2070
188.105| +0.145|FSR 0883         | 2075
126.317| -2.341|FSR 0537         | 2075
134.632| -3.741|NGC 869          | 2079
278.666| -1.082|FSR 1509         | 2080
359.478| -1.601|NGC 6451         | 2080
089.576| -0.419|IC 1369          | 2083
238.331| -3.641|Trumpler 6       | 2083
196.213| -1.198|Ivanov 2         | 2084
099.762| -2.213|FSR 0342         | 2088
310.682| +2.185|Loden 1095       | 2088
317.011| +0.573|ESO 134 12       | 2088
315.674| +2.186|Loden 1378       | 2088
070.979| +2.575|Berkeley 49      | 2090
200.790| +0.630|FSR 0979         | 2095
307.595| +1.202|Collinder 272    | 2095
219.261| -8.931|vdBergh 80       | 2100
065.057| +3.188|Teutsch 43       | 2100
347.902| -0.688|NGC 6318         | 2100
179.680| -0.511|FSR 0826         | 2100
179.664| -9.261|NGC 1802         | 2100
186.294| +1.300|IC 2156          | 2100
359.221| -0.960|Ruprecht 130     | 2100
233.071| +2.714|NGC 2428         | 2100
233.058| +3.258|Ruprecht 151     | 2100
177.099| +0.188|FSR 0816         | 2100
180.574| +5.593|DC 8             | 2100
328.547| -0.981|Moffat 1         | 2100
115.946| +0.683|King 21          | 2103
116.376| -2.163|NGC 7795         | 2105
007.616|+24.664|Dolidze 27       | 2107
045.948| +1.052|FSR 0124         | 2110
078.018| -3.395|Ruprecht 174     | 2110
111.350| -0.225|Markarian 50     | 2114
142.557| +6.185|Czernik 17       | 2120
017.434|-10.670|NGC 6737         | 2120
224.224| -1.473|Collinder 466    | 2123
163.007| +0.145|Skiff J0458+43.0 | 2125
236.562| -4.122|Juchert 12       | 2128
016.680| -0.448|Kharchenko 3     | 2130
115.123| +0.319|Stock 17         | 2144
126.325| +1.024|FSR 0538         | 2146
183.528| -2.250|FSR 0850         | 2149
266.207|+22.238|ESO 436 02       | 2150
308.789| -0.734|Dias 4           | 2150
243.275| -0.940|NGC 2453         | 2150
205.621| -4.122|Dolidze 22       | 2152
177.068| -0.192|FSR 0815         | 2153
086.204| -1.053|FSR 0273         | 2153
309.010| -2.492|NGC 5288         | 2158
039.976| -3.003|NGC 6773         | 2160
233.788| -2.055|Ruprecht 16      | 2160
063.576| +1.709|Turner 8         | 2160
344.604| +1.617|BH 205           | 2160
330.959| -0.849|Ruprecht 115     | 2160
201.225| +3.268|NGC 2265         | 2160
116.165|-10.584|SAI 1            | 2170
259.242| -2.121|ESO 312 03       | 2170
140.929| +0.906|Czernik 14       | 2175
299.719| +0.830|NGC 4349         | 2176
249.335| -0.157|Ruprecht 52      | 2177
027.355| -1.947|Basel 1          | 2178
250.870|-35.258|ESO 252 14       | 2180
226.194| -3.920|Ruprecht 8       | 2183
249.277| +4.810|Collinder 187    | 2187
288.669| +0.448|Trumpler 17      | 2189
301.684| -5.528|Collinder 261    | 2190
128.052| -1.804|NGC 581          | 2194
258.010| +5.855|ESO 371 25       | 2198
344.439| -0.454|Teutsch 84       | 2200
130.051| -0.957|S1               | 2200
136.287| -2.645|NGC 957          | 2200
137.191| +0.920|IC 1848          | 2200
135.152| -1.809|FSR 0591         | 2200
149.774| -1.019|King 7           | 2200
103.091| -0.082|FSR 0356         | 2200
236.271| +0.069|NGC 2421         | 2200
297.375| +3.100|ESO 130 06       | 2200
157.081| -3.642|Berkeley 11      | 2200
186.601| +0.144|NGC 2129         | 2200
184.132| -0.410|FSR 0852         | 2200
134.023| -1.323|ASCC 8           | 2200
295.764| -0.226|SAI 116          | 2200
312.001| -0.864|ASCC 77          | 2200
287.668| -1.047|Collinder 228    | 2201
098.709| +1.544|FSR 0334         | 2201
308.672| -3.832|Collinder 277    | 2204
237.564| +3.186|Ruprecht 38      | 2204
276.830| -1.204|FSR 1500         | 2209
289.854| -1.775|Bochum 12        | 2218
294.117| -0.030|NGC 3766         | 2218
086.154| -1.697|FSR 0270         | 2220
090.091| +7.647|Patchick 103     | 2220
050.336| -7.822|Dias 8           | 2220
107.141| -0.884|NGC 7380         | 2222
307.134| +0.262|Basel 18         | 2226
271.240| +7.015|Ruprecht 81      | 2228
250.436| +1.565|Ruprecht 58      | 2229
143.776| -4.287|King 5           | 2230
019.604| -1.028|Dias 6           | 2239
308.226| +0.310|Pismis 18        | 2240
204.563| +6.290|NGC 2312         | 2245
226.580| -2.314|NGC 2345         | 2251
239.316| +2.320|FSR 1294         | 2255
262.719|+19.834|ESO 435 09       | 2255
290.903| +0.119|Hogg 11          | 2270
103.583| -0.598|SBB 4            | 2270
247.168| +0.512|ESO 430 09       | 2273
135.834| +0.268|Berkeley 65      | 2274
300.026| +4.872|ESO 131 09       | 2276
354.778| -2.863|Ruprecht 128     | 2276
221.926| -2.401|FSR 1163         | 2276
092.743| +0.463|Teutsch 144      | 2280
232.024| +1.979|FSR 1243         | 2283
243.072| +1.285|Trumpler 9       | 2289
062.316| +0.276|FSR 0158         | 2289
027.734| -0.667|Andrews Lindsay 5| 2289
217.759| -0.694|NGC 2311         | 2290
256.744| -3.491|FSR 1380         | 2290
139.708| -1.341|SAI 25           | 2290
232.753| +0.774|Bochum 4         | 2291
077.468| -3.418|Dolidze 47       | 2293
230.983| +1.484|Ivanov 7         | 2299
083.129| -4.143|Berkeley 54      | 2300
105.781| +0.055|FSR 0377         | 2300
109.134| +1.120|NGC 7419         | 2300
031.138| +0.833|Berkeley 79      | 2300
271.631| +0.399|BH 63            | 2300
338.182| +0.454|Lynga 11         | 2300
105.347| +9.485|NGC 7142         | 2300
287.493| -0.544|Collinder 232    | 2300
171.889| +0.453|Czernik 21       | 2300
142.965| +3.288|FSR 0634         | 2301
072.071| -0.992|FSR 0195         | 2303
225.339| -5.573|DC 4             | 2304
097.342| +0.429|NGC 7128         | 2307
197.017| +0.976|FSR 0957         | 2308
259.581| -7.302|Ruprecht 154     | 2311
249.201| -0.088|Ruprecht 155     | 2311
245.657| -4.310|Ruprecht 28      | 2312
286.228| -0.188|NGC 3324         | 2317
298.205| -0.496|Ruprecht 101     | 2318
123.982| +1.098|Berkeley 62      | 2320
125.888| -2.609|NGC 433          | 2323
017.156| -2.277|FSR 0054         | 2325
167.583| -4.117|Teutsch 5        | 2325
285.856| +0.074|NGC 3293         | 2327
094.200| +0.472|FSR 0306         | 2328
110.969| -0.749|FSR 0417         | 2329
058.099|+22.259|Dol Dzim 9       | 2330
257.152| -5.847|ESO 311 21       | 2330
012.455| -1.174|Turner 4         | 2330
195.944| +1.682|FSR 0948         | 2330
071.101| +0.854|FSR 0192         | 2331
246.316| +4.378|Ruprecht 57      | 2340
246.775| +3.377|Haffner 22       | 2344
134.726| +0.919|IC 1805          | 2344
101.363| -2.203|IC 1442          | 2346
050.040| +1.146|Berkeley 45      | 2350
289.482| -1.990|Ruprecht 92      | 2362
341.353|-13.532|ESO 229 02       | 2362
234.346|-10.327|Ruprecht 149     | 2362
204.327| +0.047|NGC 2254         | 2364
114.025| -1.047|SAI 149          | 2370
285.065| -1.895|SAI 113          | 2382
243.219| -0.619|FSR 1315         | 2391
195.318| -1.317|FSR 0937         | 2397
075.373| +1.316|IC 4996          | 2398
212.440| -0.976|Dolidze 49       | 2398
295.217| -0.662|Stock 14         | 2399
092.499| -0.276|FSR 0296         | 2400
122.742| +1.255|Dolidze 13       | 2400
202.865| +1.050|Trumpler 5       | 2400
285.515| -2.353|Trumpler 13      | 2400
309.300| -2.754|Loden 995        | 2400
355.659| -1.177|NGC 6404         | 2400
314.770| -8.647|ASCC 78          | 2400
011.244|-28.189|ESO 461 38       | 2402
106.643| +0.364|Berkeley 97      | 2410
129.082| -0.357|NGC 654          | 2410
259.460| -1.719|ESO 312 04       | 2410
288.025| -0.856|Bochum 11        | 2412
198.968| +0.544|NGC 2224         | 2415
006.584| +0.783|FSR 0023         | 2418
117.796| -1.979|Berkeley 1       | 2420
129.467| -0.941|NGC 663          | 2420
154.494| -3.422|Juchert 20       | 2420
292.832| -1.198|FSR 1586         | 2420
195.540| -2.192|FSR 0939         | 2421
126.635| -4.383|NGC 457          | 2429
310.748| +0.070|Loden 1101       | 2430
127.195| +0.748|NGC 559          | 2430
137.765| -2.904|FSR 0614         | 2434
007.952| +0.328|ESO 589 26       | 2434
224.206| +0.320|FSR 1183         | 2436
284.588| +0.035|IC 2581          | 2446
154.878| +2.503|Berkeley 67      | 2450
101.883| -4.588|NGC 7296         | 2450
293.467| +0.703|Loden 402        | 2450
277.731| -0.473|Ruprecht 82      | 2455
278.505| -0.609|Ruprecht 83      | 2459
122.238| +1.522|Berkeley 4       | 2460
078.395| +2.532|FSR 0222         | 2466
128.224| -1.133|Trumpler 1       | 2469
155.085| +5.924|Berkeley 13      | 2470
355.265| -2.384|ESO 393 15       | 2471
313.583|-30.757|ESO 026 02       | 2473
051.122| -1.166|FSR 0133         | 2478
198.107|+19.634|NGC 2420         | 2480
054.735| -1.243|Teutsch 27       | 2480
011.762| +0.648|NGC 6554         | 2488
116.121| -0.151|King 12          | 2490
233.755| -0.187|Mayer 3          | 2494
308.680| -8.291|NGC 5359         | 2500
174.099| -8.832|Czernik 19       | 2500
180.539| +0.811|Czernik 23       | 2500
103.102| -3.415|FSR 0357         | 2500
103.564| -2.591|ASCC 121         | 2500
270.754| +6.708|Ruprecht 80      | 2500
008.329| -1.050|ASCC 93          | 2500
284.687| +1.164|Loden 112        | 2500
104.718| +2.834|Kumar 21         | 2500
104.736| -0.600|ASCC 120         | 2500
128.546| +1.732|NGC 637          | 2500
276.991| -2.053|BH 75            | 2500
317.415| -1.088|Teutsch 80       | 2500
280.566| -5.366|ASCC 53          | 2500
164.179| -1.833|FSR 0735         | 2500
127.593| +3.401|FSR 0546         | 2501
162.530| +1.344|FSR 0722         | 2501
160.130| +0.963|FSR 0702         | 2501
162.895| -9.180|NGC 1548         | 2501
112.841| +0.134|Czernik 43       | 2510
199.031|-10.390|Collinder 74     | 2510
219.845| -2.246|NGC 2309         | 2511
073.984| +8.491|NGC 6819         | 2511
130.097| -0.977|Berkeley 6       | 2520
186.581| +2.171|Kharchenko 1     | 2520
009.686| +0.764|FSR 0035         | 2525
117.726| -0.953|Czernik 1        | 2530
117.050| +2.310|Czernik 45       | 2530
180.677| -3.538|Dol Dzim 3       | 2530
087.195| +0.975|FSR 0275         | 2533
123.128| -3.021|FSR 0521         | 2534
248.212| +0.124|Ruprecht 50      | 2534
058.279| -2.454|Dias 7           | 2540
078.119| -5.241|Dol Dzim 11      | 2545
105.896| -1.054|NGC 7352         | 2550
210.407| +1.506|Berkeley 28      | 2557
158.574| -1.579|NGC 1605         | 2559
065.737| -3.921|AH03 J2011+26.7  | 2567
130.138| +0.376|Berkeley 7       | 2570
283.128| -1.456|BH 90            | 2572
103.345| +2.208|FSR 0358         | 2578
145.837| -2.987|Czernik 16       | 2580
107.124| +1.147|Czernik 42       | 2585
355.502| +0.986|Antalova 3       | 2588
070.646| +1.741|FSR 0188         | 2588
199.659| +1.600|FSR 0974         | 2600
019.481| -0.177|NGC 6631         | 2600
050.412| -1.342|King 26          | 2600
273.123| -0.764|NGC 2866         | 2600
177.322| -3.451|NGC 1896         | 2600
334.668| +0.429|Pismis 23        | 2600
099.942| -2.710|IC 1434          | 2600
196.680| -0.582|FSR 0953         | 2600
215.306| -2.273|NGC 2286         | 2600
179.956| -0.295|Teutsch 10       | 2600
275.314| -1.176|NGC 2910         | 2607
141.178|-14.624|NGC 956          | 2613
101.405| -0.596|NGC 7226         | 2616
283.864| -3.775|Hogg 5           | 2622
047.727| -1.001|Juchert 1        | 2623
270.752| +6.701|NGC 2982         | 2624
063.224| -2.420|FSR 0163         | 2628
226.014|-16.107|NGC 2204         | 2629
237.202| +2.157|Ruprecht 34      | 2630
103.095| -1.185|Berkeley 94      | 2630
233.233| -0.934|FSR 1253         | 2640
192.845| +1.565|Skiff J0619+18.5 | 2642
111.572| +0.565|FSR 0425         | 2644
258.686| -0.811|FSR 1390         | 2644
070.729| +0.963|FSR 0190         | 2645
100.364| +3.597|Teutsch 74       | 2650
238.354| +2.320|NGC 2455         | 2650
072.451| +0.859|Berkeley 50      | 2653
212.301| -0.390|Bochum 2         | 2661
133.442| +0.061|FSR 0578         | 2668
051.677| +0.577|FSR 0134         | 2669
285.677| +0.082|Loden 153        | 2670
205.109| -3.981|Collinder 92     | 2670
115.792| +1.002|Teutsch 23       | 2680
233.725| -7.570|Ruprecht 9       | 2682
077.028| -4.604|Ruprecht 175     | 2686
034.330| -2.784|FSR 0100         | 2687
325.780| -2.986|NGC 6005         | 2690
114.504| +2.631|Berkeley 101     | 2693
255.947| +2.031|ESO 370 17       | 2695
270.715| +2.130|FSR 1471         | 2700
027.237| -0.409|Teutsch 145      | 2700
175.646| -3.648|Berkeley 17      | 2700
069.053| +1.704|Loiano 1         | 2700
085.679| -1.519|Teutsch 22       | 2700
291.940| -3.167|BH 111           | 2700
120.051| -2.051|SAI 6            | 2700
054.179| -0.612|Kronberger 79    | 2700
249.459| +4.472|NGC 2587         | 2700
094.453| -0.744|FSR 0312         | 2700
130.886| +1.056|Czernik 6        | 2700
116.753| -1.289|Berkeley 58      | 2700
299.012| -1.836|ASCC 70          | 2700
203.551| -6.192|NGC 2186         | 2700
075.760| +1.239|Dolidze 40       | 2702
298.606| -0.164|Ruprecht 102     | 2702
159.510| +8.586|SAI 49           | 2720
260.011| -1.852|SAI 90           | 2740
235.609| -1.573|ESO 559 13       | 2749
116.421| -0.776|NGC 7788         | 2750
130.557| -0.561|Czernik 5        | 2750
070.926| +1.272|Berkeley 84      | 2750
254.172| +2.128|ESO 370 13       | 2760
060.000| -1.076|FSR 0154         | 2769
244.584| -0.546|SAI 81           | 2770
210.824| -1.032|Teutsch 13       | 2780
270.751| +3.206|Teutsch 103      | 2790
070.305| +1.721|Toepler 1        | 2793
337.956| -1.437|Hogg 21          | 2799
230.279| +0.622|Waterloo 7       | 2800
115.785| +1.241|Negueruela 1     | 2800
320.968| +5.873|NGC 5764         | 2800
163.867| +0.490|FSR 0732         | 2800
127.617| -1.805|FSR 0547         | 2800
307.074| +2.873|Loden 821        | 2800
187.250| +4.197|Koposov 62       | 2800
009.062|-12.983|ESO 524 01       | 2800
179.901| +1.744|Koposov 43       | 2800
192.431| +3.401|Bochum 1         | 2803
247.988| -5.483|Bochum 15        | 2806
051.104| -1.427|FSR 0131         | 2814
121.552| -0.890|Stock 24         | 2818
309.341|+20.583|ESO 324 15       | 2818
146.647| -8.931|NGC 1245         | 2818
286.358| -1.705|Collinder 223    | 2820
265.929| -3.013|NGC 2660         | 2826
219.132| -0.680|Wit 1            | 2830
104.034| +0.921|NGC 7261         | 2830
203.966| -7.246|Dias 2           | 2835
264.645| +0.077|FSR 1430         | 2840
284.276| -0.336|Westerlund 2     | 2850
228.580|-30.681|ESO 486 54       | 2856
297.721| -0.207|Ruprecht 100     | 2856
266.264|+18.638|ESO 435 33       | 2860
068.119| +1.436|SAI 132          | 2860
174.435| -1.787|Berkeley 69      | 2860
248.705| -0.144|ESO 430 14       | 2860
283.327| -2.698|FSR 1535         | 2863
247.705| -2.527|Haffner 17       | 2880
036.309| -3.211|FSR 0107         | 2883
189.209| +3.011|FSR 0891         | 2886
107.898| +0.574|Teutsch 54       | 2890
117.163| +6.477|King 11          | 2892
235.322| +7.028|Ruprecht 45      | 2892
272.493| +2.869|Pismis 15        | 2900
137.878| -1.752|ASCC 9           | 2900
232.554| -5.851|Ruprecht 10      | 2900
287.624| -0.652|Trumpler 16      | 2900
287.408| -0.577|Trumpler 14      | 2900
215.200| +1.945|Alessi 60        | 2906
276.274| -0.354|SAI 108          | 2910
344.727| +1.597|ESO 332 13       | 2910
282.055| -2.417|BH 84            | 2924
081.960| -7.171|Dolidze 45       | 2928
204.370| -1.699|NGC 2236         | 2930
345.827|-43.901|ESO 236 07       | 2933
233.432| -0.326|Haffner 24       | 2936
123.123| -6.243|IC 1590          | 2940
135.066| -3.588|NGC 884          | 2940
010.249| +0.321|FSR 0039         | 2940
297.531| -1.751|Juchert 13       | 2944
116.589| -1.009|NGC 7790         | 2944
244.850| +1.633|Haffner 21       | 2951
120.745| +0.366|King 14          | 2960
226.315| -2.168|FSR 1204         | 2964
028.219| -2.218|NGC 6704         | 2974
185.440| +2.890|FSR 0858         | 2977
260.685| -1.298|Teutsch 64       | 2980
057.857| +2.645|Teutsch 40       | 2980
193.328| -1.119|FSR 0924         | 2981
230.798| +0.935|Czernik 29       | 3000
232.334| -7.314|Tombaugh 1       | 3000
204.602| -1.312|Juchert 18       | 3000
179.229| +1.199|Basel 4          | 3000
186.516| +2.527|Koposov 63       | 3000
187.790|+10.294|NGC 2266         | 3000
288.436| -0.666|ASCC 62          | 3000
147.071| -0.508|Juchert 11       | 3000
253.632| -0.311|ASCC 45          | 3000
159.306| -6.866|SAI 36           | 3000
309.332| -0.243|ASCC 75          | 3000
033.692| -2.484|Berkeley 81      | 3000
168.384| -3.086|FSR 0753         | 3001
126.129| +0.373|FSR 0536         | 3001
248.252| -0.188|Ruprecht 47      | 3006
358.765| -3.973|ESO 456 29       | 3007
107.762| -1.017|King 18          | 3010
126.110| -3.909|NGC 436          | 3014
289.638| -2.545|Ruprecht 162     | 3019
243.043| -5.426|Ruprecht 22      | 3021
045.948| +1.052|FSR 0123         | 3026
119.797| -1.389|NGC 103          | 3026
247.338|-10.500|ESO 367 10       | 3027
160.336| -0.396|Ruprecht 148     | 3028
249.131| -0.638|Ruprecht 48      | 3030
253.593| -2.117|SAI 86           | 3030
302.948| -6.858|ESO 065 03       | 3047
260.435| -1.307|ESO 313 03       | 3048
288.834| +0.691|Hogg 9           | 3049
249.879| -0.018|BH 19            | 3050
003.731| +3.960|Dutra Bica 60    | 3054
227.860| +0.258|Haffner 6        | 3054
238.082| -2.405|Ruprecht 23      | 3060
016.816| +0.027|Kronberger 2     | 3065
110.204| +0.014|Kronberger 23    | 3065
235.390| -2.393|NGC 2384         | 3070
270.733| -3.040|Ruprecht 73      | 3074
207.952| +4.404|Berkeley 32      | 3078
303.625| -2.097|NGC 4815         | 3079
280.014|-35.247|NGC 1785         | 3080
283.054| +3.491|ESO 168 04       | 3084
173.898| +0.281|NGC 1931         | 3086
057.476| -1.100|Czernik 40       | 3090
267.649| -5.485|SAI 91           | 3090
080.292| -2.097|FSR 0237         | 3091
090.389| +3.693|Berkeley 53      | 3100
284.442| -4.861|Trumpler 11      | 3100
128.525|+21.269|SAI 30           | 3100
117.967| -1.306|King 13          | 3100
074.645| -2.084|Teutsch 28       | 3100
162.600| -2.705|FSR 0723         | 3103
303.094| -4.295|BH 140           | 3106
252.190| -0.627|FSR 1363         | 3112
217.288| +6.295|King 23          | 3113
246.972| -0.931|Haffner 20       | 3117
213.227| +1.074|SAI 72           | 3150
197.314| -2.098|Skiff J0614+12.9 | 3150
243.779| +0.370|Ruprecht 41      | 3150
127.352|+13.213|Berkeley 8       | 3150
228.949| +4.498|Melotte 71       | 3154
247.360| -0.139|Ruprecht 153     | 3160
235.961| -2.518|Ruprecht 19      | 3161
120.748| -0.926|King 15          | 3162
283.375|+13.285|ESO 265 01       | 3162
161.670| -1.991|Berkeley 12      | 3162
242.097| +0.467|Haffner 16       | 3165
136.015| -1.198|King 4           | 3172
059.402| -0.144|NGC 6823         | 3176
103.710| -2.099|Berkeley 96      | 3180
275.503| -1.180|BH 72            | 3190
302.047| -0.242|Hogg 15          | 3200
236.269| +0.275|Czernik 31       | 3200
315.997| -0.301|Juchert 10       | 3200
218.780| -9.861|NGC 2225         | 3200
109.402| -0.232|FSR 0401         | 3208
347.760| -5.509|ESO 334 02       | 3210
253.018| -2.012|Teutsch 50       | 3240
170.441| +2.282|Teutsch 52       | 3240
235.875| -0.448|Ruprecht 40      | 3246
289.098| +0.319|Turner 6         | 3250
288.373| +0.016|Teutsch 31       | 3250
169.645| +0.033|Kronberger 18    | 3250
176.625| +0.894|Berkeley 71      | 3260
335.088| -0.302|Hogg 19          | 3266
320.516| -1.200|Pismis 20        | 3272
311.789| -3.195|ESO 097 15       | 3274
345.871|-24.719|ESO 231 30       | 3276
348.703| -0.767|Havlen Moffat 1  | 3300
176.781| +0.120|FSR 0812         | 3300
182.743| +0.481|Teutsch 51       | 3300
131.159| +0.524|Czernik 7        | 3300
301.470| +2.205|Trumpler 20      | 3300
044.065| -3.854|FSR 0118         | 3308
258.851| -3.338|Pismis 2         | 3310
201.762| +2.075|NGC 2259         | 3311
298.546| -0.162|Alessi 52        | 3325
085.890| -4.150|NGC 7044         | 3326
102.701| +0.782|NGC 7235         | 3330
105.471| +1.203|Berkeley 95      | 3343
069.182| +3.363|FSR 0182         | 3354
268.895| +4.051|ESO 261 07       | 3360
168.286| +1.444|Czernik 20       | 3370
175.559| +1.206|Teutsch 1        | 3372
108.481| -0.396|King 10          | 3379
243.569| -9.185|Ruprecht 14      | 3381
106.637| -0.392|FSR 0381         | 3392
104.152| +3.229|FSR 0364         | 3399
153.409| -1.877|FSR 0674         | 3400
294.041| -1.965|Ruprecht 94      | 3400
235.270| -2.461|NGC 2383         | 3400
013.434| +1.159|NGC 6561         | 3400
116.208| +0.336|ASCC 130         | 3400
314.595| -1.478|Loden 1339       | 3412
063.211| -2.751|FSR 0162         | 3412
270.225| -5.453|ESO 211 01       | 3413
233.544| -2.903|Ruprecht 15      | 3416
197.649| +0.647|Teutsch 11       | 3443
113.908| +0.452|Czernik 44       | 3450
231.412| +1.946|NGC 2414         | 3455
189.587| -0.757|FSR 0894         | 3465
101.368| -1.852|NGC 7245         | 3467
173.415|+10.654|NGC 2192         | 3467
009.110| -0.718|vdBergh 113      | 3470
120.861| +0.537|NGC 146          | 3470
262.927| -1.916|FSR 1412         | 3473
110.903| +0.064|NGC 7510         | 3480
243.985| -2.051|Haffner 14       | 3483
000.270| -1.643|Ruprecht 134     | 3497
289.128| -0.673|ASCC 63          | 3500
355.172| +0.987|Antalova 2       | 3500
162.294| -2.598|FSR 0719         | 3500
291.116| -0.571|ASCC 65          | 3500
186.273| -2.550|Berkeley 72      | 3500
211.082| +1.194|Alessi 59        | 3500
247.952| -4.158|Haffner 15       | 3500
128.032| +2.503|FSR 0551         | 3500
152.406| +1.482|FSR 0671         | 3501
289.469| +0.139|Pismis 17        | 3504
263.737| -1.812|FSR 1415         | 3530
231.504| +3.297|NGC 2425         | 3550
329.531| +3.270|FSR 1715         | 3584
246.501| -5.401|ESO 429 05       | 3596
196.585|-15.103|Dolidze 21       | 3599
305.393| +0.088|Danks 2          | 3600
012.860| -1.306|NGC 6603         | 3600
102.783| -0.701|SBB 2            | 3600
