#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-12-09T05:26:34 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5486873a2e45	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-sort=_r
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ5486873a2e45&-out.src=I/239/hip_main&Clear= Clear&-c.r=  2&-sort=_r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&Vmag=<6&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&-out=HD&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.add=_r&-out.add=_RAJ,_DEJ&-oc.form=sexa&-c.geom=r&-out.max=50&-out.form=HTML Table&undefined=CDS, France&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=Vmag
#Vmag=<6
#-out=Plx
#-out=HD
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Coosys	G:	galactic
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	_Glon	(F8.4)	Galactic longitude at Epoch=J1991.25, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F8.4)	Galactic latitude at Epoch=J1991.25, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	HD	(I6)	[1/359083]? HD number <III/135> (H71) [NULL integer written as an empty string]	[ucd=meta.id]
_Glon|_Glat|Vmag|Plx|HD
183.5464| 73.3243| 5.31| 104.81|101501
289.5668| 17.9493| 5.54|  15.58|101615
191.8517| 74.1251| 5.73|  24.42|101606
286.2919| 28.1101| 5.20|   7.59|101666
133.2039| 48.9852| 5.32|   5.07|101673
288.1959| 23.7286| 5.98|   5.45|101883
295.1790| -0.6444| 5.00|   1.27|101947
281.5347| 41.7342| 4.71|   9.31|102070
260.1821| 65.4799| 4.84|  27.29|102124
296.4839| -4.6848| 3.63|  25.42|102249
291.0935| 15.6659| 5.28|   4.17|102232
262.8647| 64.1735| 4.04|  10.42|102212
150.3192| 65.7233| 3.69|  16.64|102224
295.1873|  0.7134| 4.11|   7.51|102350
289.8032| 20.7101| 4.89| 108.23|102365
140.7715| 59.2093| 5.27|  15.80|102328
294.4239|  4.1122| 5.42|   3.97|102461
261.4611| 65.8628| 5.31|  16.97|102510
235.0040| 73.9322| 4.50|  14.40|102509
296.7576| -4.7037| 4.75|   7.55|102584
251.0623| 70.5289| 5.90|  13.48|102590
286.0057| 34.0532| 5.10|   6.84|102620
250.6422| 70.8008| 2.14|  90.16|102647
296.1765| -1.7296| 4.30|   7.10|102776
178.5578| 74.6707| 5.73|  14.39|102713
297.7357| -7.9769| 4.98|   2.24|102839
295.9925| -0.6021| 5.68|   1.06|102878
270.5204| 60.7556| 3.59|  91.74|102870
276.4680| 54.4053| 5.62|  12.59|102928
291.9146| 16.4046| 4.47|   7.03|102964
288.0784| 30.3086| 5.85|  31.81|103026
296.7345| -3.0536| 4.89|   9.64|103079
294.8932|  4.9561| 5.56|   9.57|103101
289.2721| 27.4064| 4.29|   8.93|103192
140.8404| 61.3848| 2.41|  38.99|103287
287.2153| 35.4204| 5.26|  11.06|103462
296.6378| -1.0992| 5.89|   1.27|103516
264.7888| 67.0416| 5.58|  19.45|103484
288.3366| 32.8092| 5.93|   6.84|103596
251.6710| 72.6973| 5.53|   5.82|103578
137.7332| 58.9073| 5.83|  10.34|103605
284.4721| 43.7255| 5.17|  11.42|103632
296.7590| -0.2232| 5.59|   5.45|103884
295.5663|  5.7920| 5.44|   5.15|103961
297.2699| -2.0481| 5.59|   1.15|104035
181.5800| 77.2261| 5.95|   4.86|104075
300.2089|-15.6249| 4.88|   8.95|104174
273.0476| 63.4990| 5.36|  11.80|104181
283.1166| 50.4661| 5.54|  77.48|104304
286.9192| 41.6345| 5.28|   1.86|104337
270.2962| 66.2281| 4.65|   9.16|104321
169.7345| 76.1711| 5.59|   9.01|104438
151.8978| 71.2013| 5.22|  29.48|104513
298.5960| -6.7324| 5.89|  10.57|104600
297.5281| -0.9502| 4.32|  14.19|104671
293.6012| 19.5706| 5.15|  41.32|104731
238.2165| 77.8591| 5.89|   9.09|104827
297.6440| -0.7787| 4.72|   4.33|104841
298.6158| -5.8501| 5.34|   9.61|104878
300.1487|-13.9002| 5.04|   7.40|104902
297.3203|  1.3960| 5.95|   4.93|104933
270.0619| 68.6019| 4.12|  19.08|104979
126.3219| 39.9167| 5.78|   9.80|104985
298.3160| -3.2423| 5.95|   5.76|105151
298.1775| -2.1540| 4.14|  50.79|105211
300.1245|-12.7335| 5.17|   7.45|105340
295.9426| 11.6213| 4.46|   8.68|105382
295.6231| 13.5654| 5.34|   5.53|105416
295.9965| 11.5683| 2.58|   8.25|105435
290.6582| 37.1154| 4.02|  67.71|105452
294.9575| 17.8862| 5.75|   9.99|105509
294.3885| 20.9336| 5.51|   1.56|105521
279.5469| 62.8590| 5.95|  11.94|105639
276.2975| 66.5149| 5.72|  22.81|105702
290.5904| 39.2599| 3.02|  10.75|105707
291.1171| 38.3414| 5.45|  17.82|105850
296.7838| 10.0278| 3.97|   9.53|105937
218.7834| 81.0571| 5.66|   4.21|105981
247.1059| 78.8689| 5.60|   6.73|106057
125.6385| 39.3051| 5.14|  29.70|106112
298.5069| -0.4152| 5.91|   0.67|106068
294.8887| 23.3481| 5.77|   1.60|106231
273.1636| 70.9042| 5.85|  20.18|106251
296.1344| 16.6537| 5.31|   5.76|106321
291.5848| 41.2231| 5.82|   9.24|106485
127.3923| 46.6126| 5.72|   6.97|106574
298.2290|  3.7911| 2.79|   8.96|106490
132.5671| 59.4169| 3.32|  40.05|106591
290.9852| 44.5017| 2.58|  19.78|106625
267.1615| 75.2507| 5.09|  16.49|106661
148.9898| 74.6315| 5.69|   3.91|106690
232.8978| 81.4704| 4.93|  13.12|106714
172.6622| 80.3992| 4.99|  10.65|106760
134.2352| 63.1855| 5.80|   8.54|106884
197.3776| 82.2997| 5.71|  18.74|106887
299.7518| -5.2982| 4.06|  10.80|106849
301.3369|-16.5431| 4.24|  12.05|106911
299.3249| -1.3627| 4.06|   9.03|106983
285.8462| 60.9930| 5.90|  10.00|107070
125.7234| 41.7905| 5.47|  11.29|107193
298.2678|  7.4347| 5.01|   8.55|107079
136.4631| 67.3049| 5.28|   6.30|107274
286.3991| 61.1888| 3.89|  13.06|107259
293.4550| 40.1202| 5.94|   6.88|107295
215.3577| 83.0451| 5.52|  20.78|107325
284.2663| 65.0519| 4.97|  11.43|107328
293.5773| 40.0944| 5.20|   8.47|107348
264.1424| 78.2805| 4.72|   9.04|107383
130.7850| 58.7951| 5.54|   4.65|107465
291.6724| 48.6379| 5.14|  16.61|107418
299.2235|  2.2537| 3.59|  14.30|107446
298.8339|  6.2626| 5.91|   1.87|107543
300.1266| -4.8102| 5.15|   9.71|107566
300.2236| -5.5893| 5.73|   8.24|107567
222.5041| 83.4014| 4.78|  11.93|107700
299.0996|  4.9826| 5.38|   9.54|107696
294.8864| 37.5921| 5.66|  10.32|107815
296.5601| 27.1143| 5.32|   7.98|107832
297.0555| 23.6442| 5.79|   9.52|107860
133.0506| 65.0241| 4.76|   8.30|107950
221.0373| 83.8504| 5.17|  11.47|107966
130.1582| 59.9787| 5.82|   2.74|108135
292.7459| 50.7415| 5.95|  15.49|108107
296.9340| 27.3815| 5.71|   7.76|108114
145.5036| 76.9664| 5.01|  14.35|108225
210.0611| 84.4317| 4.92|  11.92|108283
298.9802| 11.2299| 4.82|   8.16|108257
300.1267| -0.3627| 0.77|  10.17|108248
296.9856| 29.7578| 5.56|   6.38|108323
199.6430| 84.4592| 4.35|  19.18|108381
214.7203| 84.5449| 4.98|  11.56|108382
299.8441|  3.7363| 5.38|   5.76|108396
129.8857| 61.0923| 5.68|   7.43|108502
299.1035| 12.4671| 3.91|   7.36|108483
298.0468| 23.6117| 5.45|   7.64|108541
225.2235| 84.8171| 5.29|  12.06|108662
243.0689| 84.1975| 5.47|  15.10|108722
263.2772| 82.0380| 5.68|  12.84|108765
295.4729| 46.0440| 2.94|  37.11|108767
299.9479|  6.2220| 5.78|   5.80|108732
128.3164| 58.4976| 5.37|  11.88|108844
125.7478| 47.8102| 5.01|   5.61|108907
296.7064| 38.9196| 5.63|   3.63|108821
240.9268| 84.7393| 5.47|  10.49|108945
300.1691|  5.6504| 1.59|  37.09|108903
300.4163|  3.3513| 5.49|   1.94|108968
300.7589| -0.7165| 5.96|  13.56|109000
296.1807| 46.4219| 4.30|  54.92|109085
301.5023|-10.1828| 5.88|   9.55|108970
301.4590| -9.3155| 3.84|  10.07|109026
295.9874| 48.7586| 5.74|  27.06|109141
125.2151| 47.2604| 3.85|   6.55|109387
296.1747| 49.8069| 5.58|  20.58|109272
153.9741| 82.7754| 5.42|  12.26|109317
136.1275| 75.3152| 4.24| 119.46|109358
295.6552| 53.1700| 5.48|  12.47|109309
297.8739| 39.3076| 2.65|  23.34|109379
299.8040| 18.0976| 5.76|  35.25|109409
125.0240| 47.0386| 4.95|   5.97|109551
262.1399| 84.1367| 4.80|   8.94|109485
278.8617| 80.4775| 5.03|   5.31|109511
266.8123| 83.5762| 5.86|   5.00|109519
299.7490| 21.7529| 5.12|  28.92|109536
299.7206| 22.9061| 5.78|  14.91|109573
296.2591| 56.8500| 5.88|  14.54|109704
283.7643| 79.4190| 5.70|   6.29|109742
301.6558| -6.2991| 2.69|  10.67|109668
299.1721| 35.6328| 5.41|  28.91|109799
300.5873| 14.2679| 3.85|  24.77|109787
295.3222| 64.5333| 5.68|   6.51|109896
299.7719| 32.3734| 5.86|   5.96|109960
277.4261| 83.3157| 5.49|  11.39|110024
297.6974| 54.7523| 4.66|  10.24|110014
300.5293| 22.8306| 4.63|   9.19|110073
299.0935| 49.7820| 5.17|  11.72|110317
301.1142| 16.6905| 5.84|   4.09|110287
301.2553| 13.8796| 2.20|  25.01|110304
297.8374| 61.3255| 2.74|  84.53|110379
294.8872| 72.9582| 4.88|  27.10|110411
301.7323|  3.1638| 4.91|   3.15|110335
296.1778| 69.5539| 5.57|  13.37|110423
301.4311| 14.0329| 4.66|  17.31|110458
301.9580| -0.2031| 5.27|   3.32|110432
301.7714|  6.6769| 5.99|   7.88|110506
298.8766| 61.2335| 5.91|  14.26|110646
300.9477| 34.5193| 5.46|   8.22|110666
128.8305| 77.7758| 5.95|  57.57|110897
126.4472| 71.6450| 5.42|   4.59|110914
298.6099| 70.4962| 5.22|  13.36|110951
302.2275|  1.8826| 4.69|  26.17|110829
302.4493| -5.2412| 3.04|  10.48|110879
298.8053| 72.3719| 5.65|  22.36|111028
302.2294|  6.3761| 4.62|   8.24|110956
296.6832| 79.3912| 5.12|  10.13|111067
301.8110| 29.5462| 5.87|   8.50|111032
123.7405| 54.3406| 5.88|  15.85|111270
123.5286| 50.3335| 5.43|   4.19|111335
302.4624|  3.1796| 1.25|   9.25|111123
302.1182| 35.2698| 5.65|  10.73|111295
123.5610| 56.8050| 5.83|  41.39|111456
300.2031| 76.9810| 5.71|   8.10|111397
123.0120| 33.7101| 5.92|  14.68|112014
123.0080| 33.7151| 5.38|  10.75|112028
171.1454| 89.3621| 5.76|   9.97|111469
302.7997| -9.1149| 5.55|   6.20|111315
124.3148| 79.6080| 5.87|   8.43|111604
302.7541| 28.8722| 4.90|   8.39|111597
302.8593| 10.0843| 5.70|   8.53|111588
302.9148|  2.5420| 5.71|   1.09|111613
114.9516| 89.5835| 4.93|  10.62|111812
303.0389| 23.1913| 5.99|   7.01|111774
303.1686|  7.9185| 5.91|   8.61|111884
303.2159| 13.9276| 4.33|  10.77|111915
307.1491| 84.1015| 4.89|  10.06|112033
303.1706|  2.5424| 5.75|   0.81|111904
303.3455| 22.6913| 4.25|  21.03|111968
303.2260|  2.4942| 5.89|  -1.96|111973
122.1806| 61.1646| 1.76|  40.30|112185
304.1352| 53.3260| 4.77|   7.82|112142
303.3617|  5.6912| 4.03|   8.64|112092
303.3647|  5.7004| 5.08|   9.03|112091
303.3451|  3.7225| 4.62|   9.06|112078
121.1979| 69.9197| 5.75|   4.63|112264
303.0131|-22.2522| 5.45|   8.79|111482
303.6024| 18.7157| 5.89|  25.17|112164
303.6889| 19.9503| 5.46|   5.42|112213
122.2551| 51.6844| 5.23|  34.67|112429
305.5165| 66.2484| 3.39|  16.11|112300
303.5527|  6.0305| 5.34|   1.73|112244
118.3210| 78.7726| 5.61|  39.95|112412
118.3020| 78.7687| 2.89|  29.60|112413
121.3630| 63.0140| 5.84|  12.74|112486
303.3265| -9.3173| 5.93|   4.67|112219
303.8332| 11.6632| 5.17|   6.80|112409
313.4054| 80.1285| 4.76|  10.91|112769
306.9156| 58.9962| 5.79|  10.95|112846
121.6075| 50.5091| 5.37|   5.65|113092
 95.5985| 85.8640| 4.88|   3.63|112989
307.4300| 59.4231| 5.99|   9.47|112992
120.3024| 60.7145| 4.93|  40.06|113139
316.0919| 79.7457| 5.97|   8.14|113095
312.3273| 73.6346| 2.85|  31.90|113226
303.7981| -8.6953| 3.61|  35.91|112985
303.8676| -8.6251| 5.93|   2.07|113120
304.9520| 13.2970| 4.83|  14.97|113314
306.8279| 42.1950| 5.58|  34.89|113415
104.4648| 80.8107| 5.20|  11.55|113797
114.8513| 71.6326| 5.64|   6.75|113847
305.4703| 14.3353| 4.71|   7.88|113703
340.6395| 84.3584| 5.53|   5.70|113866
305.9687| 21.1940| 5.59|   9.62|113778
306.4453| 26.9044| 5.63|  14.22|113852
305.4865| 12.8888| 4.27|   7.92|113791
 41.9230| 86.4706| 4.80|  10.75|113996
304.9377|  2.9491| 5.98|   2.64|113823
305.3744|  9.3352| 5.70|  10.06|113902
309.4954| 51.9215| 5.15|  10.66|114038
304.6745| -2.4907| 5.44|   0.03|113904
310.0694| 53.6503| 5.57|   8.78|114113
308.1891| 39.5739| 4.94|  14.14|114149
317.5332| 72.3886| 5.79|   9.27|114256
310.3079| 52.2799| 5.95|   4.97|114287
326.3246| 78.8774| 5.91|   4.45|114326
311.4178| 57.0275| 4.38|   7.86|114330
327.9380| 79.4887| 4.32|  69.81|114378
105.1777| 77.9802| 5.91|  16.12|114447
306.8252| 20.4899| 5.78|  10.89|114435
306.7729| 19.3544| 5.24|  14.76|114474
304.6943| -7.1402| 5.92|  22.67|114371
 43.4730| 85.4057| 4.23| 109.23|114710
307.4205| 24.8888| 4.85|  48.83|114613
310.1177| 46.3859| 5.04|  30.72|114642
305.5457|  2.8453| 4.58|   9.42|114529
321.6119| 73.6575| 5.76|   4.02|114780
305.0873| -3.4445| 5.91|  11.45|114570
306.4827| 12.0206| 5.90|   9.92|114772
104.8360| 76.1826| 4.94|   6.24|115004
310.2039| 42.6190| 5.31|  25.89|114946
305.8938|  4.0569| 5.91|   9.49|114835
305.8637|  3.6389| 4.90|  55.49|114837
304.1180|-15.6284| 5.84|   1.75|114533
322.9941| 73.2980| 5.64|   6.43|115046
306.8632| 13.7371| 5.84|  12.58|114971
305.1776| -5.1267| 4.79|   8.04|114911
104.5737| 75.4026| 5.77|  13.32|115271
310.7700| 42.5552| 5.21|  25.68|115202
322.7922| 71.3117| 5.19|  55.71|115383
309.2631| 31.0526| 5.10|  13.21|115310
305.4743| -4.0390| 4.86|   2.75|115211
307.8249| 18.6471| 5.82|  17.12|115331
328.3551| 75.2576| 5.33|  10.94|115478
102.7390| 75.5155| 4.72|  11.39|115604
320.1427| 67.4631| 4.78|   6.03|115521
111.8524| 66.8656| 5.14|  11.85|115735
311.8631| 44.0948| 4.74| 117.30|115617
 84.7722| 80.9285| 5.81|   6.47|115723
311.0984| 39.2641| 2.99|  24.69|115659
100.0941| 75.6706| 5.60|   4.98|116010
309.4196| 25.7920| 2.75|  55.64|115892
307.4085|  9.8700| 5.47|   8.24|115823
308.1653| 15.6915| 5.76|   8.64|115912
320.3504| 63.9311| 5.69|  15.32|116160
322.7146| 66.8392| 5.89|  15.70|116235
307.7283| 10.4014| 5.81|   0.63|116084
306.7069|  1.6545| 4.52|   9.20|116087
313.4995| 44.4876| 5.36|  10.20|116292
317.6376| 57.0344| 5.88|   2.81|116365
113.1111| 61.5791| 2.23|  41.73|116656
306.4250| -1.8850| 4.52|  12.69|116243
318.0854| 56.7304| 5.76|  33.23|116568
 11.4793| 81.7287| 5.75|  12.82|116706
305.1704|-12.1623| 5.04|  14.51|116244
316.1125| 50.8446| 0.98|  12.44|116658
112.7695| 61.4686| 3.99|  40.19|116842
306.5626| -1.8519| 5.32|  25.45|116457
305.8029| -7.9475| 5.65|   7.03|116458
310.1468| 22.6303| 5.11|  15.73|116713
119.2653| 44.4889| 5.82|   3.23|117187
320.7752| 60.4697| 5.97|  13.30|116831
105.1373| 69.8777| 5.88|   9.13|116957
316.1808| 49.2544| 5.27|   6.46|116870
310.0358| 20.8840| 5.69|   1.62|116835
120.7115| 38.3309| 5.74|  11.15|117566
315.4460| 46.0212| 4.76|  12.63|116976
337.6698| 74.1016| 4.97|  55.22|117176
114.5251| 56.5743| 5.40|  13.79|117376
333.3289| 71.4249| 5.65|  11.99|117304
308.9869| 11.2595| 5.04|   6.47|117150
311.2201| 22.8262| 3.90|   2.60|117440
320.7771| 55.2056| 4.68|   7.55|117675
313.7397| 33.3137| 5.69|  15.25|117716
317.4721| 46.3360| 5.52|   4.94|117789
319.4402| 51.3708| 5.21|  12.36|117818
110.4937| 60.7371| 5.60|  11.77|118214
328.2680| 64.4100| 4.92|  17.79|118022
104.9936| 66.5870| 4.68|  17.12|118232
318.8661| 48.3152| 5.92|   6.43|118054
325.2472| 60.3880| 3.38|  44.55|118098
 83.3241| 76.4075| 4.91|  22.46|118216
322.7092| 55.7734| 5.70|   8.80|118219
315.3834| 35.2771| 5.73|   8.44|118349
 21.6767| 79.4547| 5.72|   6.45|118508
311.5190| 17.9659| 5.96|   8.66|118338
117.7199| 45.4202| 5.50|   8.14|118904
308.3300|  0.6996| 5.63|  28.18|118261
311.1308| 15.7111| 5.91|   8.37|118354
 78.9681| 76.6095| 4.82|  17.01|118623
315.0822| 32.1935| 5.81|  20.42|118646
107.0470| 62.6994| 5.46|  19.27|119024
339.8972| 70.0825| 5.57|  18.68|118889
312.8835| 21.8836| 5.61|   6.25|118799
310.1920|  8.7210| 2.29|   8.68|118716
310.8890| 12.1700| 5.74|   6.00|118767
308.1348| -2.1983| 5.79|  14.44|118666
  3.0798| 76.6414| 5.73|  10.77|119055
108.1798| 61.0120| 4.63|   5.94|119228
303.9122|-23.0088| 5.56|  12.71|117374
 13.2583| 77.8366| 5.63|  10.13|119126
114.4214| 51.4707| 5.85|  14.74|119476
323.4178| 52.1616| 5.03|   7.13|119149
310.2505|  7.5959| 4.99|  12.05|118991
309.4577|  3.4423| 5.38|   5.04|118978
121.0052| 34.1842| 5.92|   8.96|120565
119.5637| 38.7270| 5.91|  10.24|120084
 71.7138| 76.5131| 5.98|   6.71|119458
313.2029| 20.4418| 5.96|   9.25|119250
332.7687| 63.3788| 5.35|  15.01|119425
313.1977| 19.7607| 5.96|   2.05|119361
321.0313| 44.8199| 5.55|   4.18|119605
317.8412| 35.1823| 5.81|  11.35|119752
315.8540| 28.4633| 4.23|  51.91|119756
323.1610| 48.2929| 5.50|   8.60|119853
 87.5210| 72.0610| 5.88|  19.48|120047
 81.1081| 73.8389| 5.92|   8.08|120048
106.3760| 60.8870| 5.68|  11.58|120198
311.6338| 10.5037| 4.64|  12.68|119834
 29.4791| 77.5466| 5.97|  11.97|120064
315.2818| 25.2853| 5.15|   7.61|119921
 80.9053| 73.7124| 5.51|  10.74|120164
358.9391| 73.8880| 4.50|  64.12|120136
321.2809| 43.0084| 5.41|   5.13|120052
312.0227| 11.6310| 5.92|  16.64|119938
100.6950| 65.3223| 1.85|  32.39|120315
312.0361| 11.5549| 5.46|   7.18|119971
 54.3568| 76.8788| 5.61|  10.49|120420
316.3212| 26.9084| 4.19|  18.39|120323
355.8108| 72.4008| 4.05|  13.29|120477
314.4139| 19.8858| 3.41|   6.87|120307
314.2378| 19.1173| 3.47|   6.19|120324
 12.2474| 75.4887| 4.92|   8.86|120539
111.0571| 54.2737| 5.97|   8.26|120787
321.9262| 42.5722| 4.96|  13.48|120452
 67.0971| 75.1620| 5.89|   4.82|120819
112.7734| 51.2053| 4.58|   8.33|121130
313.5287| 14.7276| 5.77|   2.78|120640
308.2278| -7.1524| 5.73|   4.00|120404
 66.1001| 75.1402| 4.76|   5.40|120933
317.2823| 28.1893| 4.32|  10.96|120709
312.1410|  8.9725| 5.26|   8.99|120642
 42.8778| 76.2841| 5.91|  15.46|121164
317.9272| 29.1391| 4.75|   4.87|120955
  3.2972| 73.0525| 5.71|   4.77|121107
316.8777| 25.5200| 5.53|  19.97|120987
312.2469|  8.3683| 5.87|   2.71|120908
103.7613| 61.0151| 5.70|   7.35|121409
313.8411| 14.4151| 5.83|   0.00|120991
  5.2913| 73.0307| 2.68|  88.17|121370
333.4662| 57.5690| 5.16|  12.84|121299
308.9189| -5.5200| 5.74|   2.57|120913
312.7675|  9.4891| 5.66|   9.54|121190
314.0689| 14.1926| 2.55|   8.48|121263
305.0856|-20.0644| 5.95|   3.74|120213
314.3872| 14.8306| 5.82|  11.48|121416
336.5266| 59.6121| 5.90|   9.66|121607
 38.1185| 75.5379| 5.02|   5.03|121710
310.1906| -1.7519| 4.71|  15.61|121474
315.9763| 19.0719| 3.83|   7.01|121743
321.6600| 35.4481| 5.20|   9.61|121847
 17.0196| 73.7816| 5.76|   6.79|121996
315.2862| 16.4492| 3.87|   7.81|121790
313.8621| 11.0566| 5.92|   9.72|121853
322.0363| 35.3050| 5.77|  17.43|122066
309.8484| -4.3340| 5.96|  13.01|121932
348.3788| 65.3960| 5.98|  11.33|122365
339.2177| 59.3768| 4.23|  14.94|122408
315.5953| 15.5331| 4.34|   7.28|122223
321.7046| 32.8427| 5.47|   7.51|122430
312.8700|  5.2627| 5.93|   6.15|122438
311.7670|  1.2511| 0.61|   6.21|122451
110.5235| 50.9587| 3.67|  10.56|123299
307.2201|-14.5442| 5.69|   9.93|122250
317.7305| 19.5384| 4.36|   7.31|122980
323.0009| 33.2528| 3.25|  32.17|123123
319.4553| 24.0768| 2.06|  53.52|123139
332.1164| 49.2452| 5.46|  18.22|123255
 85.2591| 67.2612| 5.13|   7.01|123657
 94.5828| 63.2262| 5.26|   5.86|123782
117.6726| 38.7793| 4.80|   6.52|124547
315.1160|  9.5089| 5.96|   5.95|123515
314.5747|  7.6497| 4.74|  17.93|123569
 30.8224| 72.1762| 4.82|  27.27|123999
329.1625| 42.4895| 4.93|   6.02|123934
112.8790| 46.0899| 5.18|   7.32|124730
344.4274| 58.6103| 4.99|  12.45|124224
324.3420| 32.2071| 5.07|  14.22|124206
333.5154| 47.7021| 4.18|  14.59|124294
314.9829|  7.2804| 5.53|   1.25|124147
 96.4553| 60.9136| 4.53|  21.03|124675
341.5228| 55.7392| 5.89|  17.94|124425
  0.7748| 66.0342| 5.53|  30.06|124570
319.1361| 18.3991| 5.61|   7.26|124433
356.0005| 63.9975| 5.29|  12.79|124679
314.1251|  3.9596| 5.03|   6.71|124367
329.4361| 40.3104| 5.53|  12.49|124683
 15.0656| 69.1111|-0.05|  88.85|124897
337.7414| 51.0654| 4.07|  46.74|124850
 95.2363| 60.9622| 4.75|  33.54|125161
 86.9790| 64.6661| 4.18|  33.58|125162
311.2647| -5.1046| 5.72|   1.42|124471
  6.6120| 66.7574| 5.84|   3.22|125180
 62.7321| 69.7614| 4.80|  14.63|125351
306.4304|-18.7312| 4.89|  23.36|123998
330.0584| 39.5188| 5.86|  11.08|125248
326.5298| 33.0108| 5.87|  56.23|125276
333.3974| 44.2529| 4.52|  17.47|125337
  2.7625| 65.0756| 5.41|  38.33|125451
321.8341| 22.6193| 5.93|  14.60|125283
318.4758| 14.1419| 3.55|   9.27|125238
342.2495| 53.7420| 5.14|  11.90|125454
  9.5941| 66.8640| 4.84|  17.12|125560
313.3527| -0.2029| 5.22|  20.69|125158
319.6886| 16.9075| 5.55|   8.49|125383
315.0530|  4.3790| 4.30|   2.75|125288
321.7207| 21.7134| 4.05|  13.19|125473
319.0089| 14.8799| 4.78|  21.95|125442
323.3285| 24.4594| 5.57|   2.65|125745
306.9338|-17.9513| 5.06|   5.92|124771
314.6349|  2.3255| 4.76|  11.56|125628
321.5657| 20.0226| 4.41|   7.79|125823
326.6007| 30.8710| 4.78|  18.67|125932
356.5584| 61.3326| 4.86|  15.17|126128
316.6393|  7.2194| 5.99|   9.36|125869
356.4791| 61.0790| 5.94|   8.49|126200
353.1000| 59.3295| 5.10|  21.56|126248
328.4513| 33.3969| 5.34|   8.16|126218
311.4831| -6.8926| 5.56|   0.93|125835
 93.8326| 59.6515| 4.04|  68.63|126660
319.9185| 14.5041| 4.56|   3.15|126341
319.8655| 14.3546| 4.33|  10.38|126354
 18.0618| 66.8255| 5.40|  11.38|126661
305.6781|-21.3117| 4.31|  11.70|124882
312.5245| -4.7478| 5.87|   3.54|126241
319.7486| 13.5872| 5.83|  17.16|126504
115.3883| 39.9927| 4.25|   9.46|127700
326.9506| 28.8293| 4.97|   7.85|126769
345.2183| 52.5129| 4.81|  24.15|126868
 90.1614| 60.6430| 5.58|  10.59|127243
341.1313| 48.6240| 5.42|   6.81|126927
348.9530| 54.6581| 5.96|  13.10|127167
320.5538| 14.1463| 5.51|   6.84|126981
318.9518| 10.2514| 5.38|  14.66|126983
323.3785| 20.0094| 5.99|   9.43|127193
312.2020| -6.6602| 5.84|  11.88|126862
 47.2953| 67.8043| 3.57|  21.92|127665
 67.2621| 66.1723| 3.04|  38.29|127762
 96.9948| 56.3425| 5.74|   5.33|128000
 26.5122| 66.5681| 5.91|  19.44|127739
318.9303|  9.2451| 4.44|   5.68|127381
318.1917|  7.1419| 5.86|   9.56|127501
317.2980|  4.9997| 5.86|  11.42|127486
 88.1467| 60.2052| 5.74|   4.17|128333
 45.6254| 67.2013| 4.47|  64.66|128167
322.7741| 16.6692| 2.33|  10.57|127972
323.0505| 17.2524| 5.88|   9.10|127971
321.1977| 12.8733| 5.55|   5.12|128068
323.8350| 18.3477| 5.74|   7.78|128207
321.4096| 12.9044| 5.39|   2.44|128266
320.1332|  9.8576| 4.05|  10.51|128345
 77.4281| 62.8871| 5.74|   2.85|128902
 18.8079| 63.9038| 5.90|   8.88|128750
 94.1688| 56.7276| 5.83|   7.61|128998
 78.7569| 62.4165| 5.39|  16.56|129002
315.7373| -0.6870| 1.35| 742.12|128621
315.7419| -0.6843|-0.01| 742.12|128620
 10.3453| 61.1032| 5.93|  18.83|129153
 15.6424| 62.5412| 4.49|  10.28|129174
326.5033| 21.6711| 5.67|   5.54|128974
 10.8037| 61.1153| 3.78|  18.07|129246
  2.0505| 57.7576| 4.86|   5.66|129312
  7.4576| 59.8589| 5.55|   8.46|129336
321.6108| 11.4366| 2.30|   5.95|129056
